,phrase,sentence_id,sentiment,length,word_list,word_counter,num_unique_words,guess,guess-sentiment
1564,A poignant comedy that offers food for thought .,4991,4,48,"['poignant', 'comedy', 'that', 'offers', 'food', 'for', 'thought']","Counter({'for': 1, 'that': 1, 'food': 1, 'thought': 1, 'poignant': 1, 'offers': 1, 'comedy': 1})",7,4.0,0.0
1565,", almost every relationship and personality in the film yields surprises .",1709,4,74,"['almost', 'every', 'relationship', 'and', 'personality', 'the', 'film', 'yields', 'surprises']","Counter({'and': 1, 'relationship': 1, 'almost': 1, 'surprises': 1, 'every': 1, 'yields': 1, 'the': 1, 'film': 1, 'personality': 1})",9,4.0,0.0
1566,"With Rare Birds , as with The Shipping News before it , an attempt is made to transplant a Hollywood star into Newfoundland 's wild soil -- and The Rock once again resists the intrusion .",4382,3,187,"['with', 'rare', 'birds', 'with', 'the', 'shipping', 'news', 'before', 'attempt', 'made', 'transplant', 'hollywood', 'star', 'into', 'newfoundland', 'wild', 'soil', 'and', 'the', 'rock', 'once', 'again', 'resists', 'the', 'intrusion']","Counter({'the': 3, 'with': 2, 'and': 1, 'soil': 1, 'into': 1, 'news': 1, 'birds': 1, 'transplant': 1, 'again': 1, 'resists': 1, 'hollywood': 1, 'before': 1, 'star': 1, 'attempt': 1, 'made': 1, 'rare': 1, 'intrusion': 1, 'shipping': 1, 'rock': 1, 'wild': 1, 'newfoundland': 1, 'once': 1})",22,4.0,1.0
1567,-LRB- A -RRB- slummer .,1078,2,23,"['lrb', 'rrb', 'slummer']","Counter({'lrb': 1, 'rrb': 1, 'slummer': 1})",3,4.0,2.0
1568,"It might not be 1970s animation , but everything else about it is straight from the Saturday morning cartoons -- a retread story , bad writing , and the same old silliness .",7796,3,173,"['might', 'not', '1970s', 'animation', 'but', 'everything', 'else', 'about', 'straight', 'from', 'the', 'saturday', 'morning', 'cartoons', 'retread', 'story', 'bad', 'writing', 'and', 'the', 'same', 'old', 'silliness']","Counter({'the': 2, 'and': 1, 'old': 1, 'saturday': 1, 'story': 1, 'from': 1, 'same': 1, 'writing': 1, 'everything': 1, 'animation': 1, 'might': 1, 'but': 1, 'else': 1, 'retread': 1, 'not': 1, 'about': 1, 'silliness': 1, 'straight': 1, 'morning': 1, 'bad': 1, 'cartoons': 1, '1970s': 1})",22,3.0,0.0
1569,Whether you like it or not is basically a matter of taste .,8380,3,59,"['whether', 'you', 'like', 'not', 'basically', 'matter', 'taste']","Counter({'like': 1, 'whether': 1, 'matter': 1, 'taste': 1, 'basically': 1, 'not': 1, 'you': 1})",7,3.0,0.0
1570,It just did n't mean much to me and played too skewed to ever get a hold on -LRB- or be entertained by -RRB- .,2207,3,110,"['just', 'did', 'mean', 'much', 'and', 'played', 'too', 'skewed', 'ever', 'get', 'hold', 'lrb', 'entertained', 'rrb']","Counter({'and': 1, 'lrb': 1, 'just': 1, 'played': 1, 'did': 1, 'get': 1, 'rrb': 1, 'entertained': 1, 'skewed': 1, 'much': 1, 'too': 1, 'hold': 1, 'ever': 1, 'mean': 1})",14,3.0,0.0
1571,"Swinging , the film makes it seem , is not a hobby that attracts the young and fit .",115,3,84,"['swinging', 'the', 'film', 'makes', 'seem', 'not', 'hobby', 'that', 'attracts', 'the', 'young', 'and', 'fit']","Counter({'the': 2, 'and': 1, 'fit': 1, 'that': 1, 'attracts': 1, 'young': 1, 'swinging': 1, 'not': 1, 'hobby': 1, 'makes': 1, 'seem': 1, 'film': 1})",12,3.0,0.0
1572,The somber pacing and lack of dramatic fireworks make Green Dragon seem more like medicine than entertainment .,3311,3,111,"['the', 'somber', 'pacing', 'and', 'lack', 'dramatic', 'fireworks', 'make', 'green', 'dragon', 'seem', 'more', 'like', 'medicine', 'than', 'entertainment']","Counter({'and': 1, 'fireworks': 1, 'like': 1, 'than': 1, 'entertainment': 1, 'make': 1, 'lack': 1, 'somber': 1, 'pacing': 1, 'dragon': 1, 'dramatic': 1, 'green': 1, 'medicine': 1, 'the': 1, 'seem': 1, 'more': 1})",16,3.0,0.0
1573,It 's just that it 's so not-at-all-good .,2575,1,42,"['just', 'that', 'notatallgood']","Counter({'notatallgood': 1, 'just': 1, 'that': 1})",3,3.0,2.0
1574,Intriguing and downright intoxicating .,137,4,39,"['intriguing', 'and', 'downright', 'intoxicating']","Counter({'and': 1, 'intriguing': 1, 'downright': 1, 'intoxicating': 1})",4,4.0,0.0
1575,Too slick and manufactured to claim street credibility .,3563,3,56,"['too', 'slick', 'and', 'manufactured', 'claim', 'street', 'credibility']","Counter({'and': 1, 'claim': 1, 'manufactured': 1, 'slick': 1, 'street': 1, 'too': 1, 'credibility': 1})",7,2.0,-1.0
1576,"Affectionately reminds us that , in any language , the huge stuff in life can usually be traced back to the little things .",7380,3,123,"['affectionately', 'reminds', 'that', 'any', 'language', 'the', 'huge', 'stuff', 'life', 'can', 'usually', 'traced', 'back', 'the', 'little', 'things']","Counter({'the': 2, 'huge': 1, 'life': 1, 'language': 1, 'that': 1, 'things': 1, 'traced': 1, 'back': 1, 'reminds': 1, 'stuff': 1, 'can': 1, 'affectionately': 1, 'usually': 1, 'little': 1, 'any': 1})",15,3.0,0.0
1577,"Implicitly acknowledges and celebrates the glorious chicanery and self-delusion of this most American of businesses , and for that reason it may be the most oddly honest Hollywood document of all .",5009,4,197,"['implicitly', 'acknowledges', 'and', 'celebrates', 'the', 'glorious', 'chicanery', 'and', 'selfdelusion', 'this', 'most', 'american', 'businesses', 'and', 'for', 'that', 'reason', 'may', 'the', 'most', 'oddly', 'honest', 'hollywood', 'document', 'all']","Counter({'and': 3, 'most': 2, 'the': 2, 'selfdelusion': 1, 'all': 1, 'chicanery': 1, 'may': 1, 'for': 1, 'that': 1, 'this': 1, 'implicitly': 1, 'reason': 1, 'oddly': 1, 'american': 1, 'businesses': 1, 'document': 1, 'acknowledges': 1, 'celebrates': 1, 'hollywood': 1, 'glorious': 1, 'honest': 1})",21,4.0,0.0
1578,The animated sequences are well done and perfectly constructed to convey a sense of childhood imagination and creating adventure out of angst .,2589,4,143,"['the', 'animated', 'sequences', 'are', 'well', 'done', 'and', 'perfectly', 'constructed', 'convey', 'sense', 'childhood', 'imagination', 'and', 'creating', 'adventure', 'out', 'angst']","Counter({'and': 2, 'perfectly': 1, 'creating': 1, 'angst': 1, 'adventure': 1, 'sense': 1, 'well': 1, 'imagination': 1, 'done': 1, 'are': 1, 'convey': 1, 'sequences': 1, 'the': 1, 'animated': 1, 'out': 1, 'childhood': 1, 'constructed': 1})",17,4.0,0.0
1579,Superb production values & Christian Bale 's charisma make up for a derivative plot .,3006,3,85,"['superb', 'production', 'values', 'christian', 'bale', 'charisma', 'make', 'for', 'derivative', 'plot']","Counter({'plot': 1, 'christian': 1, 'for': 1, 'bale': 1, 'superb': 1, 'charisma': 1, 'production': 1, 'values': 1, 'derivative': 1, 'make': 1})",10,4.0,1.0
1580,"Nair 's cast is so large it 's Altman-esque , but she deftly spins the multiple stories in a vibrant and intoxicating fashion .",5268,4,127,"['nair', 'cast', 'large', 'altmanesque', 'but', 'she', 'deftly', 'spins', 'the', 'multiple', 'stories', 'vibrant', 'and', 'intoxicating', 'fashion']","Counter({'and': 1, 'deftly': 1, 'fashion': 1, 'multiple': 1, 'altmanesque': 1, 'but': 1, 'large': 1, 'cast': 1, 'stories': 1, 'she': 1, 'vibrant': 1, 'the': 1, 'intoxicating': 1, 'spins': 1, 'nair': 1})",15,4.0,0.0
1581,"With its jerky hand-held camera and documentary feel , Bloody Sunday is a sobering recount of a very bleak day in Derry .",2957,3,121,"['with', 'its', 'jerky', 'handheld', 'camera', 'and', 'documentary', 'feel', 'bloody', 'sunday', 'sobering', 'recount', 'very', 'bleak', 'day', 'derry']","Counter({'and': 1, 'derry': 1, 'feel': 1, 'documentary': 1, 'sobering': 1, 'day': 1, 'handheld': 1, 'bloody': 1, 'very': 1, 'sunday': 1, 'camera': 1, 'recount': 1, 'jerky': 1, 'with': 1, 'its': 1, 'bleak': 1})",16,4.0,1.0
1582,Anyone who gets chills from movies with giant plot holes will find plenty to shake and shiver about in ` The Ring . ',7539,3,117,"['anyone', 'who', 'gets', 'chills', 'from', 'movies', 'with', 'giant', 'plot', 'holes', 'will', 'find', 'plenty', 'shake', 'and', 'shiver', 'about', 'the', 'ring']","Counter({'and': 1, 'plot': 1, 'giant': 1, 'chills': 1, 'from': 1, 'ring': 1, 'who': 1, 'holes': 1, 'about': 1, 'anyone': 1, 'movies': 1, 'shiver': 1, 'will': 1, 'plenty': 1, 'shake': 1, 'the': 1, 'gets': 1, 'with': 1, 'find': 1})",19,3.0,0.0
1583,An engrossing Iranian film about two itinerant teachers and some lost and desolate people they encounter in a place where war has savaged the lives and liberties of the poor and the dispossessed .,6322,3,196,"['engrossing', 'iranian', 'film', 'about', 'two', 'itinerant', 'teachers', 'and', 'some', 'lost', 'and', 'desolate', 'people', 'they', 'encounter', 'place', 'where', 'war', 'has', 'savaged', 'the', 'lives', 'and', 'liberties', 'the', 'poor', 'and', 'the', 'dispossessed']","Counter({'and': 4, 'the': 3, 'desolate': 1, 'they': 1, 'people': 1, 'some': 1, 'dispossessed': 1, 'film': 1, 'itinerant': 1, 'two': 1, 'has': 1, 'war': 1, 'poor': 1, 'liberties': 1, 'lives': 1, 'savaged': 1, 'encounter': 1, 'about': 1, 'lost': 1, 'iranian': 1, 'engrossing': 1, 'place': 1, 'teachers': 1, 'where': 1})",24,4.0,1.0
1584,"In fact , it does n't even seem like she tried .",1357,2,48,"['fact', 'does', 'even', 'seem', 'like', 'she', 'tried']","Counter({'even': 1, 'like': 1, 'does': 1, 'she': 1, 'seem': 1, 'fact': 1, 'tried': 1})",7,3.0,1.0
1585,The movie is obviously a labour of love so Howard appears to have had free rein to be as pretentious as he wanted .,761,4,115,"['the', 'movie', 'obviously', 'labour', 'love', 'howard', 'appears', 'have', 'had', 'free', 'rein', 'pretentious', 'wanted']","Counter({'wanted': 1, 'love': 1, 'howard': 1, 'movie': 1, 'had': 1, 'free': 1, 'obviously': 1, 'labour': 1, 'rein': 1, 'have': 1, 'the': 1, 'pretentious': 1, 'appears': 1})",13,3.0,-1.0
1586,"Fontaine 's direction , especially her agreeably startling use of close-ups and her grace with a moving camera , creates sheerly cinematic appeal .",2717,4,147,"['fontaine', 'direction', 'especially', 'her', 'agreeably', 'startling', 'use', 'closeups', 'and', 'her', 'grace', 'with', 'moving', 'camera', 'creates', 'sheerly', 'cinematic', 'appeal']","Counter({'her': 2, 'closeups': 1, 'startling': 1, 'direction': 1, 'especially': 1, 'with': 1, 'use': 1, 'cinematic': 1, 'and': 1, 'creates': 1, 'camera': 1, 'moving': 1, 'sheerly': 1, 'appeal': 1, 'fontaine': 1, 'grace': 1, 'agreeably': 1})",17,4.0,0.0
1587,"Texan director George Ratliff had unlimited access to families and church meetings , and he delivers fascinating psychological fare .",1886,4,133,"['texan', 'director', 'george', 'ratliff', 'had', 'unlimited', 'access', 'families', 'and', 'church', 'meetings', 'and', 'delivers', 'fascinating', 'psychological', 'fare']","Counter({'and': 2, 'access': 1, 'texan': 1, 'families': 1, 'fascinating': 1, 'had': 1, 'meetings': 1, 'unlimited': 1, 'psychological': 1, 'ratliff': 1, 'director': 1, 'fare': 1, 'church': 1, 'delivers': 1, 'george': 1})",15,4.0,0.0
1588,Men in Black II achieves ultimate insignificance -- it 's the sci-fi comedy spectacle as Whiffle-Ball epic .,1856,3,108,"['men', 'black', 'achieves', 'ultimate', 'insignificance', 'the', 'scifi', 'comedy', 'spectacle', 'whiffleball', 'epic']","Counter({'whiffleball': 1, 'epic': 1, 'men': 1, 'achieves': 1, 'black': 1, 'ultimate': 1, 'spectacle': 1, 'the': 1, 'comedy': 1, 'insignificance': 1, 'scifi': 1})",11,4.0,1.0
1589,Too clumsy in key moments ... to make a big splash .,148,3,52,"['too', 'clumsy', 'key', 'moments', 'make', 'big', 'splash']","Counter({'moments': 1, 'big': 1, 'make': 1, 'clumsy': 1, 'splash': 1, 'too': 1, 'key': 1})",7,3.0,0.0
1590,"A special kind of movie , this melancholic film noir reminded me a lot of Memento ...",2045,4,85,"['special', 'kind', 'movie', 'this', 'melancholic', 'film', 'noir', 'reminded', 'lot', 'memento']","Counter({'melancholic': 1, 'kind': 1, 'noir': 1, 'this': 1, 'movie': 1, 'reminded': 1, 'memento': 1, 'special': 1, 'lot': 1, 'film': 1})",10,4.0,0.0
1591,The actors must indeed be good to recite some of this laughable dialogue with a straight face .,8025,3,95,"['the', 'actors', 'must', 'indeed', 'good', 'recite', 'some', 'this', 'laughable', 'dialogue', 'with', 'straight', 'face']","Counter({'recite': 1, 'dialogue': 1, 'good': 1, 'this': 1, 'indeed': 1, 'straight': 1, 'some': 1, 'face': 1, 'actors': 1, 'the': 1, 'with': 1, 'laughable': 1, 'must': 1})",13,3.0,0.0
1592,"While this one gets off with a good natured warning , future Lizard endeavors will need to adhere more closely to the laws of laughter",6370,3,134,"['while', 'this', 'one', 'gets', 'off', 'with', 'good', 'natured', 'warning', 'future', 'lizard', 'endeavors', 'will', 'need', 'adhere', 'more', 'closely', 'the', 'laws', 'laughter']","Counter({'natured': 1, 'good': 1, 'off': 1, 'laws': 1, 'this': 1, 'laughter': 1, 'future': 1, 'endeavors': 1, 'lizard': 1, 'one': 1, 'will': 1, 'while': 1, 'warning': 1, 'closely': 1, 'need': 1, 'the': 1, 'gets': 1, 'with': 1, 'adhere': 1, 'more': 1})",20,3.0,0.0
1593,"This wretchedly unfunny wannabe comedy is inane and awful - no doubt , it 's the worst movie I 've seen this summer .",1445,3,117,"['this', 'wretchedly', 'unfunny', 'wannabe', 'comedy', 'inane', 'and', 'awful', 'doubt', 'the', 'worst', 'movie', 'seen', 'this', 'summer']","Counter({'this': 2, 'and': 1, 'summer': 1, 'unfunny': 1, 'wretchedly': 1, 'movie': 1, 'doubt': 1, 'worst': 1, 'seen': 1, 'awful': 1, 'wannabe': 1, 'the': 1, 'comedy': 1, 'inane': 1})",14,3.0,0.0
1594,more precious than perspicacious,3065,3,32,"['more', 'precious', 'than', 'perspicacious']","Counter({'perspicacious': 1, 'precious': 1, 'than': 1, 'more': 1})",4,4.0,1.0
1595,Full of the kind of obnoxious chitchat that only self-aware neurotics engage in .,5568,3,81,"['full', 'the', 'kind', 'obnoxious', 'chitchat', 'that', 'only', 'selfaware', 'neurotics', 'engage']","Counter({'kind': 1, 'full': 1, 'that': 1, 'chitchat': 1, 'neurotics': 1, 'only': 1, 'engage': 1, 'the': 1, 'obnoxious': 1, 'selfaware': 1})",10,4.0,1.0
1596,Amazingly dopey .,2260,3,17,"['amazingly', 'dopey']","Counter({'amazingly': 1, 'dopey': 1})",2,0.0,-3.0
1597,Has all the right elements but completely fails to gel together .,6996,4,65,"['has', 'all', 'the', 'right', 'elements', 'but', 'completely', 'fails', 'gel', 'together']","Counter({'all': 1, 'right': 1, 'fails': 1, 'but': 1, 'completely': 1, 'elements': 1, 'together': 1, 'the': 1, 'has': 1, 'gel': 1})",10,3.0,-1.0
1598,"Others , more attuned to the anarchist maxim that ` the urge to destroy is also a creative urge ' , or more willing to see with their own eyes , will find Morrison 's iconoclastic uses of technology to be liberating .",3452,4,217,"['others', 'more', 'attuned', 'the', 'anarchist', 'maxim', 'that', 'the', 'urge', 'destroy', 'also', 'creative', 'urge', 'more', 'willing', 'see', 'with', 'their', 'own', 'eyes', 'will', 'find', 'morrison', 'iconoclastic', 'uses', 'technology', 'liberating']","Counter({'urge': 2, 'the': 2, 'more': 2, 'own': 1, 'maxim': 1, 'see': 1, 'technology': 1, 'find': 1, 'will': 1, 'also': 1, 'creative': 1, 'their': 1, 'willing': 1, 'destroy': 1, 'morrison': 1, 'eyes': 1, 'that': 1, 'iconoclastic': 1, 'uses': 1, 'others': 1, 'with': 1, 'anarchist': 1, 'attuned': 1, 'liberating': 1})",24,4.0,0.0
1599,Campanella 's competent direction and his excellent cast overcome the obstacles of a predictable outcome and a screenplay that glosses over Rafael 's evolution .,5439,4,161,"['campanella', 'competent', 'direction', 'and', 'his', 'excellent', 'cast', 'overcome', 'the', 'obstacles', 'predictable', 'outcome', 'and', 'screenplay', 'that', 'glosses', 'over', 'rafael', 'evolution']","Counter({'and': 2, 'screenplay': 1, 'direction': 1, 'his': 1, 'that': 1, 'over': 1, 'obstacles': 1, 'evolution': 1, 'rafael': 1, 'cast': 1, 'predictable': 1, 'excellent': 1, 'competent': 1, 'glosses': 1, 'campanella': 1, 'outcome': 1, 'the': 1, 'overcome': 1})",18,4.0,0.0
1600,"A compelling pre-WWII drama with vivid characters and a warm , moving message .",4519,4,79,"['compelling', 'prewwii', 'drama', 'with', 'vivid', 'characters', 'and', 'warm', 'moving', 'message']","Counter({'and': 1, 'prewwii': 1, 'vivid': 1, 'drama': 1, 'warm': 1, 'compelling': 1, 'characters': 1, 'moving': 1, 'message': 1, 'with': 1})",10,4.0,0.0
1601,"It 's not helpful to listen to extremist name-calling , regardless of whether you think Kissinger was a calculating fiend or just a slippery self-promoter .",4081,3,156,"['not', 'helpful', 'listen', 'extremist', 'namecalling', 'regardless', 'whether', 'you', 'think', 'kissinger', 'was', 'calculating', 'fiend', 'just', 'slippery', 'selfpromoter']","Counter({'selfpromoter': 1, 'regardless': 1, 'helpful': 1, 'kissinger': 1, 'whether': 1, 'was': 1, 'just': 1, 'extremist': 1, 'slippery': 1, 'calculating': 1, 'fiend': 1, 'not': 1, 'you': 1, 'namecalling': 1, 'think': 1, 'listen': 1})",16,2.0,-1.0
1602,Mediocre fable from Burkina Faso .,4602,3,34,"['mediocre', 'fable', 'from', 'burkina', 'faso']","Counter({'mediocre': 1, 'burkina': 1, 'from': 1, 'faso': 1, 'fable': 1})",5,3.0,0.0
1603,An edgy thriller that delivers a surprising punch .,875,4,51,"['edgy', 'thriller', 'that', 'delivers', 'surprising', 'punch']","Counter({'surprising': 1, 'that': 1, 'punch': 1, 'edgy': 1, 'delivers': 1, 'thriller': 1})",6,4.0,0.0
1604,"Silly , loud and goofy .",3756,3,24,"['silly', 'loud', 'and', 'goofy']","Counter({'and': 1, 'loud': 1, 'goofy': 1, 'silly': 1})",4,3.0,0.0
1605,"It 's like Rocky and Bullwinkle on Speed , but that 's neither completely enlightening , nor does it catch the intensity of the movie 's strangeness .",6646,4,150,"['like', 'rocky', 'and', 'bullwinkle', 'speed', 'but', 'that', 'neither', 'completely', 'enlightening', 'nor', 'does', 'catch', 'the', 'intensity', 'the', 'movie', 'strangeness']","Counter({'the': 2, 'and': 1, 'like': 1, 'enlightening': 1, 'that': 1, 'movie': 1, 'bullwinkle': 1, 'but': 1, 'completely': 1, 'does': 1, 'intensity': 1, 'catch': 1, 'neither': 1, 'strangeness': 1, 'speed': 1, 'nor': 1, 'rocky': 1})",17,3.0,-1.0
1606,"Between bursts of automatic gunfire , the story offers a trenchant critique of capitalism .",8372,3,91,"['between', 'bursts', 'automatic', 'gunfire', 'the', 'story', 'offers', 'trenchant', 'critique', 'capitalism']","Counter({'story': 1, 'trenchant': 1, 'capitalism': 1, 'offers': 1, 'bursts': 1, 'between': 1, 'critique': 1, 'the': 1, 'automatic': 1, 'gunfire': 1})",10,3.0,0.0
1607,plays like an unbalanced mixture of graphic combat footage and almost saccharine domestic interludes that are pure Hollywood .,4673,3,126,"['plays', 'like', 'unbalanced', 'mixture', 'graphic', 'combat', 'footage', 'and', 'almost', 'saccharine', 'domestic', 'interludes', 'that', 'are', 'pure', 'hollywood']","Counter({'and': 1, 'graphic': 1, 'plays': 1, 'like': 1, 'combat': 1, 'that': 1, 'almost': 1, 'footage': 1, 'interludes': 1, 'domestic': 1, 'mixture': 1, 'saccharine': 1, 'pure': 1, 'hollywood': 1, 'are': 1, 'unbalanced': 1})",16,4.0,1.0
