,phrase,sentence_id,sentiment,length,word_list,word_counter,num_unique_words,unique_word_density,guess,guess-sentiment
5670,It is Scott 's convincing portrayal of Roger the sad cad that really gives the film its oomph .,4981,4,95,"['scott', 'convincing', 'portrayal', 'roger', 'the', 'sad', 'cad', 'that', 'really', 'gives', 'the', 'film', 'its', 'oomph']","Counter({'the': 2, 'gives': 1, 'that': 1, 'convincing': 1, 'sad': 1, 'roger': 1, 'oomph': 1, 'portrayal': 1, 'scott': 1, 'really': 1, 'its': 1, 'film': 1, 'cad': 1})",13,0,4.0,0.0
5671,"This is a nicely handled affair , a film about human darkness but etched with a light -LRB- yet unsentimental -RRB- touch .",5135,3,123,"['this', 'nicely', 'handled', 'affair', 'film', 'about', 'human', 'darkness', 'but', 'etched', 'with', 'light', 'lrb', 'yet', 'unsentimental', 'rrb', 'touch']","Counter({'affair': 1, 'about': 1, 'lrb': 1, 'handled': 1, 'this': 1, 'light': 1, 'unsentimental': 1, 'rrb': 1, 'but': 1, 'nicely': 1, 'human': 1, 'touch': 1, 'etched': 1, 'with': 1, 'yet': 1, 'film': 1, 'darkness': 1})",17,1,4.0,1.0
5672,The most surprising thing about this film is that they are actually releasing it into theaters .,4577,3,96,"['the', 'most', 'surprising', 'thing', 'about', 'this', 'film', 'that', 'they', 'are', 'actually', 'releasing', 'into', 'theaters']","Counter({'about': 1, 'releasing': 1, 'surprising': 1, 'thing': 1, 'this': 1, 'into': 1, 'that': 1, 'actually': 1, 'most': 1, 'theaters': 1, 'are': 1, 'they': 1, 'the': 1, 'film': 1})",14,1,3.0,0.0
5673,"Brown 's saga , like many before his , makes for snappy prose but a stumblebum of a movie .",3260,3,91,"['brown', 'saga', 'like', 'many', 'before', 'his', 'makes', 'for', 'snappy', 'prose', 'but', 'stumblebum', 'movie']","Counter({'brown': 1, 'his': 1, 'like': 1, 'for': 1, 'saga': 1, 'many': 1, 'but': 1, 'snappy': 1, 'stumblebum': 1, 'movie': 1, 'prose': 1, 'makes': 1, 'before': 1})",13,1,4.0,1.0
5674,The nicest thing that can be said about Stealing Harvard -LRB- which might have been called Freddy Gets Molested by a Dog -RRB- is that it 's not as obnoxious as Tom Green 's Freddie Got Fingered .,5945,2,197,"['the', 'nicest', 'thing', 'that', 'can', 'said', 'about', 'stealing', 'harvard', 'lrb', 'which', 'might', 'have', 'been', 'called', 'freddy', 'gets', 'molested', 'dog', 'rrb', 'that', 'not', 'obnoxious', 'tom', 'green', 'freddie', 'got', 'fingered']","Counter({'that': 2, 'rrb': 1, 'fingered': 1, 'have': 1, 'stealing': 1, 'obnoxious': 1, 'said': 1, 'been': 1, 'which': 1, 'tom': 1, 'green': 1, 'gets': 1, 'might': 1, 'molested': 1, 'lrb': 1, 'freddie': 1, 'harvard': 1, 'got': 1, 'not': 1, 'about': 1, 'dog': 1, 'freddy': 1, 'thing': 1, 'nicest': 1, 'can': 1, 'the': 1, 'called': 1})",27,0,3.0,1.0
5675,"What we have is a character faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance .",4099,2,193,"['what', 'have', 'character', 'faced', 'with', 'the', 'possibility', 'that', 'her', 'life', 'meaningless', 'vapid', 'and', 'devoid', 'substance', 'movie', 'that', 'definitely', 'meaningless', 'vapid', 'and', 'devoid', 'substance']","Counter({'and': 2, 'substance': 2, 'that': 2, 'vapid': 2, 'meaningless': 2, 'devoid': 2, 'faced': 1, 'what': 1, 'her': 1, 'movie': 1, 'character': 1, 'life': 1, 'possibility': 1, 'definitely': 1, 'have': 1, 'the': 1, 'with': 1})",17,0,3.0,1.0
5676,"Despite its Hawaiian setting , the science-fiction trimmings and some moments of rowdy slapstick , the basic plot of `` Lilo '' could have been pulled from a tear-stained vintage Shirley Temple script .",1094,3,202,"['despite', 'its', 'hawaiian', 'setting', 'the', 'sciencefiction', 'trimmings', 'and', 'some', 'moments', 'rowdy', 'slapstick', 'the', 'basic', 'plot', 'lilo', 'could', 'have', 'been', 'pulled', 'from', 'tearstained', 'vintage', 'shirley', 'temple', 'script']","Counter({'the': 2, 'and': 1, 'moments': 1, 'some': 1, 'have': 1, 'its': 1, 'trimmings': 1, 'plot': 1, 'from': 1, 'script': 1, 'vintage': 1, 'lilo': 1, 'been': 1, 'setting': 1, 'basic': 1, 'slapstick': 1, 'temple': 1, 'sciencefiction': 1, 'hawaiian': 1, 'despite': 1, 'shirley': 1, 'tearstained': 1, 'could': 1, 'rowdy': 1, 'pulled': 1})",25,0,3.0,0.0
5677,"Never having seen the first two films in the series , I ca n't compare Friday After Next to them , but nothing would change the fact that what we have here is a load of clams left in the broiling sun for a good three days .",2473,3,223,"['never', 'having', 'seen', 'the', 'first', 'two', 'films', 'the', 'series', 'compare', 'friday', 'after', 'next', 'them', 'but', 'nothing', 'would', 'change', 'the', 'fact', 'that', 'what', 'have', 'here', 'load', 'clams', 'left', 'the', 'broiling', 'sun', 'for', 'good', 'three', 'days']","Counter({'the': 4, 'load': 1, 'compare': 1, 'clams': 1, 'series': 1, 'three': 1, 'good': 1, 'have': 1, 'seen': 1, 'after': 1, 'what': 1, 'broiling': 1, 'would': 1, 'sun': 1, 'two': 1, 'next': 1, 'films': 1, 'them': 1, 'never': 1, 'that': 1, 'friday': 1, 'but': 1, 'here': 1, 'nothing': 1, 'change': 1, 'for': 1, 'days': 1, 'left': 1, 'having': 1, 'fact': 1, 'first': 1})",31,0,3.0,0.0
5678,The milieu is wholly unconvincing ... and the histrionics reach a truly annoying pitch .,3293,2,88,"['the', 'milieu', 'wholly', 'unconvincing', 'and', 'the', 'histrionics', 'reach', 'truly', 'annoying', 'pitch']","Counter({'the': 2, 'and': 1, 'annoying': 1, 'histrionics': 1, 'truly': 1, 'reach': 1, 'wholly': 1, 'pitch': 1, 'milieu': 1, 'unconvincing': 1})",10,0,3.0,1.0
5679,"If there was any doubt that Peter O'Fallon did n't have an original bone in his body , A Rumor of Angels should dispel it .",2588,3,123,"['there', 'was', 'any', 'doubt', 'that', 'peter', 'ofallon', 'did', 'have', 'original', 'bone', 'his', 'body', 'rumor', 'angels', 'should', 'dispel']","Counter({'body': 1, 'his': 1, 'dispel': 1, 'that': 1, 'did': 1, 'angels': 1, 'there': 1, 'ofallon': 1, 'original': 1, 'should': 1, 'doubt': 1, 'rumor': 1, 'have': 1, 'peter': 1, 'was': 1, 'any': 1, 'bone': 1})",17,1,3.0,0.0
5680,"A timid , soggy near miss .",1200,2,27,"['timid', 'soggy', 'near', 'miss']","Counter({'soggy': 1, 'near': 1, 'timid': 1, 'miss': 1})",4,1,3.0,1.0
5681,Highly watchable stuff .,7875,4,24,"['highly', 'watchable', 'stuff']","Counter({'stuff': 1, 'watchable': 1, 'highly': 1})",3,1,4.0,0.0
5682,"Those who are only mildly curious , I fear , will be put to sleep or bewildered by the artsy and often pointless visuals .",1109,3,122,"['those', 'who', 'are', 'only', 'mildly', 'curious', 'fear', 'will', 'put', 'sleep', 'bewildered', 'the', 'artsy', 'and', 'often', 'pointless', 'visuals']","Counter({'and': 1, 'bewildered': 1, 'often': 1, 'visuals': 1, 'who': 1, 'artsy': 1, 'will': 1, 'only': 1, 'sleep': 1, 'are': 1, 'put': 1, 'curious': 1, 'fear': 1, 'pointless': 1, 'the': 1, 'those': 1, 'mildly': 1})",17,1,3.0,0.0
5683,"As with so many merchandised-to-the-max movies of this type , more time appears to have gone into recruiting the right bands for the playlist and the costuming of the stars than into the script , which has a handful of smart jokes and not much else .",6210,3,250,"['with', 'many', 'merchandisedtothemax', 'movies', 'this', 'type', 'more', 'time', 'appears', 'have', 'gone', 'into', 'recruiting', 'the', 'right', 'bands', 'for', 'the', 'playlist', 'and', 'the', 'costuming', 'the', 'stars', 'than', 'into', 'the', 'script', 'which', 'has', 'handful', 'smart', 'jokes', 'and', 'not', 'much', 'else']","Counter({'the': 5, 'and': 2, 'into': 2, 'gone': 1, 'right': 1, 'have': 1, 'playlist': 1, 'for': 1, 'script': 1, 'recruiting': 1, 'appears': 1, 'much': 1, 'stars': 1, 'has': 1, 'type': 1, 'smart': 1, 'more': 1, 'which': 1, 'bands': 1, 'handful': 1, 'else': 1, 'not': 1, 'with': 1, 'than': 1, 'jokes': 1, 'this': 1, 'many': 1, 'movies': 1, 'costuming': 1, 'merchandisedtothemax': 1, 'time': 1})",31,0,3.0,0.0
5684,Jackson is always watchable .,1512,4,29,"['jackson', 'always', 'watchable']","Counter({'always': 1, 'jackson': 1, 'watchable': 1})",3,1,4.0,0.0
5685,"A much more successful translation than its most famous previous film adaptation , writer-director Anthony Friedman 's similarly updated 1970 British production .",4263,4,162,"['much', 'more', 'successful', 'translation', 'than', 'its', 'most', 'famous', 'previous', 'film', 'adaptation', 'writerdirector', 'anthony', 'friedman', 'similarly', 'updated', '1970', 'british', 'production']","Counter({'updated': 1, 'writerdirector': 1, 'famous': 1, 'successful': 1, 'friedman': 1, 'similarly': 1, 'production': 1, 'british': 1, 'than': 1, 'anthony': 1, 'most': 1, 'much': 1, 'adaptation': 1, '1970': 1, 'translation': 1, 'previous': 1, 'its': 1, 'film': 1, 'more': 1})",19,1,3.0,-1.0
5686,... you can be forgiven for realizing that you 've spent the past 20 minutes looking at your watch and waiting for Frida to just die already .,2017,2,142,"['you', 'can', 'forgiven', 'for', 'realizing', 'that', 'you', 'spent', 'the', 'past', 'minutes', 'looking', 'your', 'watch', 'and', 'waiting', 'for', 'frida', 'just', 'die', 'already']","Counter({'for': 2, 'you': 2, 'and': 1, 'looking': 1, 'already': 1, 'just': 1, 'that': 1, 'die': 1, 'realizing': 1, 'watch': 1, 'spent': 1, 'your': 1, 'past': 1, 'waiting': 1, 'can': 1, 'forgiven': 1, 'frida': 1, 'minutes': 1, 'the': 1})",19,0,3.0,1.0
5687,The best thing that can be said of the picture is that it does have a few cute moments .,7045,3,88,"['the', 'best', 'thing', 'that', 'can', 'said', 'the', 'picture', 'that', 'does', 'have', 'few', 'cute', 'moments']","Counter({'that': 2, 'the': 2, 'picture': 1, 'said': 1, 'moments': 1, 'few': 1, 'thing': 1, 'does': 1, 'cute': 1, 'can': 1, 'have': 1, 'best': 1})",12,0,3.0,0.0
5688,A marvel of production design .,5236,4,31,"['marvel', 'production', 'design']","Counter({'production': 1, 'design': 1, 'marvel': 1})",3,1,4.0,0.0
5689,You might be shocked to discover that Seinfeld 's real life is boring .,6147,2,71,"['you', 'might', 'shocked', 'discover', 'that', 'seinfeld', 'real', 'life', 'boring']","Counter({'real': 1, 'life': 1, 'that': 1, 'boring': 1, 'discover': 1, 'shocked': 1, 'seinfeld': 1, 'you': 1, 'might': 1})",9,1,3.0,1.0
5690,Neatly constructed thriller .,2425,3,29,"['neatly', 'constructed', 'thriller']","Counter({'neatly': 1, 'thriller': 1, 'constructed': 1})",3,1,4.0,1.0
5691,"... the first 2\/3 of the film are incredibly captivating and insanely funny , thanks in part to interesting cinematic devices -LRB- cool visual backmasking -RRB- , a solid cast , and some wickedly sick and twisted humor ...",1772,4,224,"['the', 'first', 'the', 'film', 'are', 'incredibly', 'captivating', 'and', 'insanely', 'funny', 'thanks', 'part', 'interesting', 'cinematic', 'devices', 'lrb', 'cool', 'visual', 'backmasking', 'rrb', 'solid', 'cast', 'and', 'some', 'wickedly', 'sick', 'and', 'twisted', 'humor']","Counter({'and': 3, 'the': 2, 'insanely': 1, 'some': 1, 'rrb': 1, 'thanks': 1, 'film': 1, 'funny': 1, 'wickedly': 1, 'interesting': 1, 'twisted': 1, 'sick': 1, 'backmasking': 1, 'incredibly': 1, 'lrb': 1, 'captivating': 1, 'cinematic': 1, 'visual': 1, 'part': 1, 'humor': 1, 'cool': 1, 'solid': 1, 'devices': 1, 'cast': 1, 'first': 1, 'are': 1})",26,0,4.0,0.0
5692,"Funny , somber , absurd , and , finally , achingly sad , Bartleby is a fine , understated piece of filmmaking .",6866,4,111,"['funny', 'somber', 'absurd', 'and', 'finally', 'achingly', 'sad', 'bartleby', 'fine', 'understated', 'piece', 'filmmaking']","Counter({'and': 1, 'funny': 1, 'achingly': 1, 'somber': 1, 'sad': 1, 'finally': 1, 'understated': 1, 'absurd': 1, 'filmmaking': 1, 'piece': 1, 'fine': 1, 'bartleby': 1})",12,1,4.0,0.0
5693,Millions of dollars heaped upon a project of such vast proportions need to reap more rewards than spiffy bluescreen technique and stylish weaponry .,1084,3,148,"['millions', 'dollars', 'heaped', 'upon', 'project', 'such', 'vast', 'proportions', 'need', 'reap', 'more', 'rewards', 'than', 'spiffy', 'bluescreen', 'technique', 'and', 'stylish', 'weaponry']","Counter({'and': 1, 'rewards': 1, 'dollars': 1, 'technique': 1, 'upon': 1, 'spiffy': 1, 'than': 1, 'project': 1, 'more': 1, 'bluescreen': 1, 'weaponry': 1, 'stylish': 1, 'need': 1, 'such': 1, 'heaped': 1, 'reap': 1, 'proportions': 1, 'vast': 1, 'millions': 1})",19,1,3.0,0.0
5694,"Juliette Binoche 's Sand is vivacious , but it 's hard to sense that powerhouse of 19th-century prose behind her childlike smile .",3596,4,130,"['juliette', 'binoche', 'sand', 'vivacious', 'but', 'hard', 'sense', 'that', 'powerhouse', '19thcentury', 'prose', 'behind', 'her', 'childlike', 'smile']","Counter({'her': 1, 'that': 1, 'hard': 1, 'behind': 1, 'but': 1, 'powerhouse': 1, 'juliette': 1, 'sand': 1, 'binoche': 1, 'vivacious': 1, 'childlike': 1, 'sense': 1, 'prose': 1, 'smile': 1, '19thcentury': 1})",15,1,4.0,0.0
5695,"The movie has generic virtues , and despite a lot of involved talent , seems done by the numbers .",4273,3,98,"['the', 'movie', 'has', 'generic', 'virtues', 'and', 'despite', 'lot', 'involved', 'talent', 'seems', 'done', 'the', 'numbers']","Counter({'the': 2, 'and': 1, 'talent': 1, 'generic': 1, 'movie': 1, 'seems': 1, 'virtues': 1, 'involved': 1, 'done': 1, 'numbers': 1, 'lot': 1, 'despite': 1, 'has': 1})",13,0,3.0,0.0
5696,"The most brilliant and brutal UK crime film since Jack Carter went back to Newcastle , the first half of Gangster No. 1 drips with style and , at times , blood .",1699,4,161,"['the', 'most', 'brilliant', 'and', 'brutal', 'crime', 'film', 'since', 'jack', 'carter', 'went', 'back', 'newcastle', 'the', 'first', 'half', 'gangster', 'drips', 'with', 'style', 'and', 'times', 'blood']","Counter({'and': 2, 'the': 2, 'style': 1, 'carter': 1, 'gangster': 1, 'brilliant': 1, 'half': 1, 'since': 1, 'back': 1, 'brutal': 1, 'crime': 1, 'most': 1, 'blood': 1, 'jack': 1, 'newcastle': 1, 'drips': 1, 'times': 1, 'with': 1, 'went': 1, 'film': 1, 'first': 1})",21,0,4.0,0.0
5697,"The nonstop artifice ultimately proves tiresome , with the surface histrionics failing to compensate for the paper-thin characterizations and facile situations .",1099,3,161,"['the', 'nonstop', 'artifice', 'ultimately', 'proves', 'tiresome', 'with', 'the', 'surface', 'histrionics', 'failing', 'compensate', 'for', 'the', 'paperthin', 'characterizations', 'and', 'facile', 'situations']","Counter({'the': 3, 'and': 1, 'compensate': 1, 'ultimately': 1, 'histrionics': 1, 'for': 1, 'characterizations': 1, 'facile': 1, 'situations': 1, 'failing': 1, 'paperthin': 1, 'surface': 1, 'proves': 1, 'artifice': 1, 'tiresome': 1, 'with': 1, 'nonstop': 1})",17,0,3.0,0.0
5698,"unpretentious , charming , quirky , original",1262,4,44,"['unpretentious', 'charming', 'quirky', 'original']","Counter({'quirky': 1, 'unpretentious': 1, 'original': 1, 'charming': 1})",4,1,4.0,0.0
5699,"Authentic , and at times endearing , humorous , spooky , educational , but at other times as bland as a block of snow .",7628,3,119,"['authentic', 'and', 'times', 'endearing', 'humorous', 'spooky', 'educational', 'but', 'other', 'times', 'bland', 'block', 'snow']","Counter({'times': 2, 'and': 1, 'educational': 1, 'humorous': 1, 'spooky': 1, 'snow': 1, 'but': 1, 'other': 1, 'block': 1, 'bland': 1, 'authentic': 1, 'endearing': 1})",12,0,4.0,1.0
5700,This dreadfully earnest inversion of the Concubine love triangle eschews the previous film 's historical panorama and roiling pathos for bug-eyed mugging and gay-niche condescension .,6721,2,183,"['this', 'dreadfully', 'earnest', 'inversion', 'the', 'concubine', 'love', 'triangle', 'eschews', 'the', 'previous', 'film', 'historical', 'panorama', 'and', 'roiling', 'pathos', 'for', 'bugeyed', 'mugging', 'and', 'gayniche', 'condescension']","Counter({'and': 2, 'the': 2, 'roiling': 1, 'inversion': 1, 'love': 1, 'historical': 1, 'for': 1, 'eschews': 1, 'this': 1, 'panorama': 1, 'gayniche': 1, 'earnest': 1, 'mugging': 1, 'concubine': 1, 'dreadfully': 1, 'bugeyed': 1, 'triangle': 1, 'condescension': 1, 'pathos': 1, 'film': 1, 'previous': 1})",21,0,3.0,1.0
5701,"I 'll put it this way : If you 're in the mood for a melodrama narrated by talking fish , this is the movie for you .",4774,3,117,"['put', 'this', 'way', 'you', 'the', 'mood', 'for', 'melodrama', 'narrated', 'talking', 'fish', 'this', 'the', 'movie', 'for', 'you']","Counter({'for': 2, 'this': 2, 'you': 2, 'the': 2, 'mood': 1, 'narrated': 1, 'movie': 1, 'fish': 1, 'melodrama': 1, 'talking': 1, 'way': 1, 'put': 1})",12,0,4.0,1.0
5702,"As commander-in-chief of this film , Bigelow demonstrates a breadth of vision and an attention to detail that propels her into the upper echelons of the directing world .",5648,4,170,"['commanderinchief', 'this', 'film', 'bigelow', 'demonstrates', 'breadth', 'vision', 'and', 'attention', 'detail', 'that', 'propels', 'her', 'into', 'the', 'upper', 'echelons', 'the', 'directing', 'world']","Counter({'the': 2, 'and': 1, 'breadth': 1, 'echelons': 1, 'her': 1, 'that': 1, 'this': 1, 'demonstrates': 1, 'into': 1, 'attention': 1, 'directing': 1, 'vision': 1, 'detail': 1, 'upper': 1, 'propels': 1, 'commanderinchief': 1, 'bigelow': 1, 'world': 1, 'film': 1})",19,0,4.0,0.0
5703,"Brainy , artistic and muted , almost to the point of suffocation .",3377,2,66,"['brainy', 'artistic', 'and', 'muted', 'almost', 'the', 'point', 'suffocation']","Counter({'and': 1, 'suffocation': 1, 'brainy': 1, 'point': 1, 'muted': 1, 'almost': 1, 'artistic': 1, 'the': 1})",8,1,4.0,2.0
5704,"A showcase for both the scenic splendor of the mountains and for legendary actor Michel Serrault , the film is less successful on other levels .",5032,4,144,"['showcase', 'for', 'both', 'the', 'scenic', 'splendor', 'the', 'mountains', 'and', 'for', 'legendary', 'actor', 'michel', 'serrault', 'the', 'film', 'less', 'successful', 'other', 'levels']","Counter({'the': 3, 'for': 2, 'and': 1, 'both': 1, 'serrault': 1, 'showcase': 1, 'successful': 1, 'scenic': 1, 'less': 1, 'levels': 1, 'actor': 1, 'film': 1, 'other': 1, 'splendor': 1, 'legendary': 1, 'michel': 1, 'mountains': 1})",17,0,4.0,0.0
5705,"Try as you might to resist , if you 've got a place in your heart for Smokey Robinson , this movie will worm its way there .",4126,3,124,"['try', 'you', 'might', 'resist', 'you', 'got', 'place', 'your', 'heart', 'for', 'smokey', 'robinson', 'this', 'movie', 'will', 'worm', 'its', 'way', 'there']","Counter({'you': 2, 'resist': 1, 'smokey': 1, 'for': 1, 'heart': 1, 'this': 1, 'robinson': 1, 'there': 1, 'worm': 1, 'its': 1, 'try': 1, 'will': 1, 'place': 1, 'way': 1, 'movie': 1, 'got': 1, 'might': 1, 'your': 1})",18,0,3.0,0.0
5706,"... gripping and handsome execution , -LRB- but -RRB- there is n't much about K-19 that 's unique or memorable .",1428,4,112,"['gripping', 'and', 'handsome', 'execution', 'lrb', 'but', 'rrb', 'there', 'much', 'about', 'k19', 'that', 'unique', 'memorable']","Counter({'and': 1, 'about': 1, 'lrb': 1, 'gripping': 1, 'that': 1, 'k19': 1, 'there': 1, 'unique': 1, 'rrb': 1, 'but': 1, 'much': 1, 'memorable': 1, 'execution': 1, 'handsome': 1})",14,1,4.0,0.0
